ID,Sport,Emmer (80/20),Expected RPE,TSS,Totale Duur (min),Totale Afstand (m),Type Training,Doelwit Evenement,Tijd 1,Afstand 1,Zone 1,Materiaal 1,Slag 1,Tijd 2,Afstand 2,Zone 2,Materiaal 2,Slag 2,Tijd 3,Afstand 3,Zone 3,Materiaal 3,Slag 3,Tijd 4,Afstand 4,Zone 4,Materiaal 4,Slag 4,Tijd 5,Afstand 5,Zone 5,Materiaal 5,Slag 5,Tijd 6,Afstand 6,Zone 6,Materiaal 6,Slag 6,Tijd 7,Afstand 7,Zone 7,Materiaal 7,Slag 7,Tijd 8,Afstand 8,Zone 8,Materiaal 8,Slag 8,Tijd 9,Afstand 9,Zone 9,Materiaal 9,Slag 9,Tijd 10,Afstand 10,Zone 10,Materiaal 10,Slag 10,Tijd 11,Afstand 11,Zone 11,Materiaal 11,Slag 11,Tijd 12,Afstand 12,Zone 12,Materiaal 12,Slag 12,Tijd 13,Afstand 13,Zone 13,Materiaal 13,Slag 13,Tijd 14,Afstand 14,Zone 14,Materiaal 14,Slag 14,Tijd 15,Afstand 15,Zone 15,Materiaal 15,Slag 15,Tijd 16,Afstand 16,Zone 16,Materiaal 16,Slag 16,Tijd 17,Afstand 17,Zone 17,Materiaal 17,Slag 17,Tijd 18,Afstand 18,Zone 18,Materiaal 18,Slag 18,Tijd 19,Afstand 19,Zone 19,Materiaal 19,Slag 19,Tijd 20,Afstand 20,Zone 20,Materiaal 20,Slag 20,Tijd 21,Afstand 21,Zone 21,Materiaal 21,Slag 21,Tijd 22,Afstand 22,Zone 22,Materiaal 22,Slag 22,Tijd 23,Afstand 23,Zone 23,Materiaal 23,Slag 23,Tijd 24,Afstand 24,Zone 24,Materiaal 24,Slag 24,Tijd 25,Afstand 25,Zone 25,Materiaal 25,Slag 25,Tijd 26,Afstand 26,Zone 26,Materiaal 26,Slag 26,Tijd 27,Afstand 27,Zone 27,Materiaal 27,Slag 27,Tijd 28,Afstand 28,Zone 28,Materiaal 28,Slag 28,Tijd 29,Afstand 29,Zone 29,Materiaal 29,Slag 29,Tijd 30,Afstand 30,Zone 30,Materiaal 30,Slag 30
SWI-019,Zwemmen,20%,8,53,,2500,Drempel,Halve,,500m,2,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,550m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-020,Zwemmen,20%,8,39,,2000,Drempel,Halve,,500m,2,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,550m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-021,Zwemmen,20%,8,53,,2500,Drempel,Halve,,500m,2,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,550m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-022,Zwemmen,20%,8,39,,2000,Drempel,Halve,,500m,2,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,550m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-023,Zwemmen,20%,8,53,,2500,Drempel,Halve,,500m,2,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,550m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-024,Zwemmen,20%,8,39,,2000,Drempel,Halve,,500m,2,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,550m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-025,Zwemmen,20%,9,19,,1500,Weerstand,Sprint,,500m,2,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,700m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-026,Zwemmen,20%,9,19,,1500,Weerstand,Sprint,,500m,2,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,700m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-027,Zwemmen,20%,9,19,,1500,Weerstand,Sprint,,500m,2,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,700m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-028,Zwemmen,20%,9,27,,2000,Weerstand,Sprint,,500m,2,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,700m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-029,Zwemmen,20%,9,27,,2000,Weerstand,Sprint,,500m,2,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,700m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-030,Zwemmen,20%,9,27,,2000,Weerstand,Sprint,,500m,2,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,200m,1,,Vrije Slag,,50m,5,Paddles,Vrije Slag,,700m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-031,Zwemmen,80%,3,9,,700,Basis,Fitheid,,50m,1,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,1,,Schoolslag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-032,Zwemmen,80%,3,11,,800,Basis,Fitheid,,50m,1,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,1,,Schoolslag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-033,Zwemmen,80%,3,9,,700,Basis,Fitheid,,50m,1,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,1,,Schoolslag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-034,Zwemmen,80%,3,8,,600,Basis,Fitheid,,50m,1,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,1,,Schoolslag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-035,Zwemmen,80%,3,11,,800,Basis,Fitheid,,50m,1,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,2,,Schoolslag,,50m,1,,Schoolslag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-036,Zwemmen,80%,4,7,,600,Basis,Sprint,,100m,1,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,100m,1,,Schoolslag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-037,Zwemmen,80%,4,10,,800,Basis,Sprint,,100m,1,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,100m,1,,Schoolslag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-038,Zwemmen,80%,4,10,,800,Basis,Sprint,,100m,1,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,100m,1,,Schoolslag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-039,Zwemmen,80%,4,10,,800,Basis,Sprint,,100m,1,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,100m,1,,Schoolslag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-040,Zwemmen,80%,4,7,,600,Basis,Sprint,,100m,1,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,50m,2,,Vrije Slag,,50m,2,,Schoolslag,,100m,1,,Schoolslag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-041,Zwemmen,80%,4,18,,1500,Duur,Halve,,200m,1,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,200m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-042,Zwemmen,80%,4,18,,1500,Duur,Halve,,200m,1,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,200m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-043,Zwemmen,80%,4,11,,1000,Duur,Halve,,200m,1,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,200m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-044,Zwemmen,80%,4,11,,1000,Duur,Halve,,200m,1,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,200m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-045,Zwemmen,80%,4,14,,1200,Duur,Halve,,200m,1,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,100m,2,,Vrije Slag,,200m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-046,Zwemmen,20%,9,19,,1000,VO2-Max,Sprint,,200m,1,,Vrije Slag,,100m,2,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,200m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-047,Zwemmen,20%,9,25,,1200,VO2-Max,Sprint,,200m,1,,Vrije Slag,,100m,2,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,200m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-048,Zwemmen,20%,9,19,,1000,VO2-Max,Sprint,,200m,1,,Vrije Slag,,100m,2,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,200m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-049,Zwemmen,20%,9,19,,1000,VO2-Max,Sprint,,200m,1,,Vrije Slag,,100m,2,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,200m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-050,Zwemmen,20%,9,19,,1000,VO2-Max,Sprint,,200m,1,,Vrije Slag,,100m,2,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,50m,5,,Vrije Slag,,50m,1,,Vrije Slag,,200m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-051,Zwemmen,80%,4,49,,4000,Duur,Volledige,,500m,1,,Vrije Slag,,3000m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-052,Zwemmen,80%,4,63,,5000,Wisselduur,Volledige,,500m,1,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,2,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,2,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,2,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-053,Zwemmen,80%,4,71,,6000,Duur,Volledige,,1000m,1,,Vrije Slag,,4000m,2,,Vrije Slag,,1000m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-054,Zwemmen,80%,5,60,,4500,Duur,Volledige,,100m,1,,Vrije Slag,,800m,2,,Vrije Slag,,100m,1,,Vrije Slag,,800m,2,,Vrije Slag,,100m,1,,Vrije Slag,,800m,2,,Vrije Slag,,100m,1,,Vrije Slag,,800m,2,,Vrije Slag,,100m,1,,Vrije Slag,,800m,2,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-055,Zwemmen,80%,5,70,,5500,Wisselduur,Volledige,,500m,1,,Vrije Slag,,500m,2,Pull Buoy + Paddles,Vrije Slag,,400m,2,,Vrije Slag,,100m,1,,Vrije Slag,,500m,2,Pull Buoy + Paddles,Vrije Slag,,400m,2,,Vrije Slag,,100m,1,,Vrije Slag,,500m,2,Pull Buoy + Paddles,Vrije Slag,,400m,2,,Vrije Slag,,100m,1,,Vrije Slag,,500m,2,Pull Buoy + Paddles,Vrije Slag,,400m,2,,Vrije Slag,,100m,1,,Vrije Slag,,500m,2,Pull Buoy + Paddles,Vrije Slag,,400m,2,,Vrije Slag,,100m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-056,Zwemmen,20%,8,88,,4000,Drempel,Volledige,,500m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,200m,4,,Vrije Slag,,50m,1,,Vrije Slag,,1000m,2,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-057,Zwemmen,20%,8,91,,5000,Sweetspot,Volledige,,500m,1,,Vrije Slag,,800m,3,,Vrije Slag,,200m,1,,Vrije Slag,,800m,3,,Vrije Slag,,200m,1,,Vrije Slag,,800m,3,,Vrije Slag,,200m,1,,Vrije Slag,,800m,3,,Vrije Slag,,200m,1,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-058,Zwemmen,20%,8,112,,6000,Sweetspot,Volledige,,1000m,1,,Vrije Slag,,1000m,3,,Vrije Slag,,250m,1,,Vrije Slag,,1000m,3,,Vrije Slag,,250m,1,,Vrije Slag,,1000m,3,,Vrije Slag,,250m,1,,Vrije Slag,,1000m,3,,Vrije Slag,,250m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-059,Zwemmen,20%,8,80,,4500,Over-Under,Volledige,,500m,1,,Vrije Slag,,400m,3,,Vrije Slag,,100m,4,,Vrije Slag,,100m,1,,Vrije Slag,,400m,3,,Vrije Slag,,100m,4,,Vrije Slag,,100m,1,,Vrije Slag,,400m,3,,Vrije Slag,,100m,4,,Vrije Slag,,100m,1,,Vrije Slag,,400m,3,,Vrije Slag,,100m,4,,Vrije Slag,,100m,1,,Vrije Slag,,400m,3,,Vrije Slag,,100m,4,,Vrije Slag,,100m,1,,Vrije Slag,,1000m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-060,Zwemmen,20%,9,71,,4000,Weerstand,Volledige,,500m,1,,Vrije Slag,,100m,5,Paddles,Vrije Slag,,400m,2,,Vrije Slag,,100m,5,Paddles,Vrije Slag,,400m,2,,Vrije Slag,,100m,5,Paddles,Vrije Slag,,400m,2,,Vrije Slag,,100m,5,Paddles,Vrije Slag,,400m,2,,Vrije Slag,,100m,5,Paddles,Vrije Slag,,400m,2,,Vrije Slag,,100m,5,Paddles,Vrije Slag,,400m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
